transfer_id,sender_id,receiver_id,amount,ccy,created_at,state,transfer_type,reference_note
TRF-00740,CUST-1160,CUST-1131,8962.38,AED,1750108512000,COMPLETED,internal,Event tickets
TRF-00741,CUST-1200,CUST-1007,15922.12,SAR,1741043139000,FAILED,internal,Gym membership
TRF-00742,CUST-1047,EXT-5074,1771.28,EUR,1738610016000,COMPLETED,international,Charity donation
TRF-00743,CUST-1098,EXT-5049,30001.42,AED,1748687311000,COMPLETED,international,Investment transfer
TRF-00744,CUST-1089,CUST-1060,4672.59,SAR,1739877515000,COMPLETED,internal,Movie tickets
TRF-00745,CUST-1017,EXT-5070,9601.81,SAR,1747033742000,COMPLETED,local_bank,Movie tickets
TRF-00746,CUST-1160,CUST-1079,32688.71,SAR,1750084753000,COMPLETED,internal,Lunch money
TRF-00747,CUST-1001,CUST-1109,25624.24,SAR,1738833507000,COMPLETED,internal,Wedding contribution
TRF-00748,CUST-1049,CUST-1077,26944.51,SAR,1739542370000,COMPLETED,internal,Gym membership
TRF-00749,CUST-1054,EXT-5048,47853.74,SAR,1744520807000,COMPLETED,local_bank,Wedding contribution
TRF-00750,CUST-1157,CUST-1188,21738.54,SAR,1749241047000,COMPLETED,internal,Coffee money
TRF-00751,CUST-1074,CUST-1073,28105.38,SAR,1742120137000,FAILED,internal,Gift money
TRF-00752,CUST-1142,CUST-1088,13456.74,SAR,1741387086000,COMPLETED,internal,Investment transfer
TRF-00753,CUST-1089,CUST-1195,31683.74,USD,1744457920000,FAILED,internal,Insurance premium
TRF-00754,CUST-1156,CUST-1123,43282.78,USD,1739855542000,COMPLETED,internal,Wedding contribution
TRF-00755,CUST-1155,EXT-5037,16142.57,SAR,1737295128000,COMPLETED,local_bank,Loan repayment
TRF-00756,CUST-1085,CUST-1067,40130.36,SAR,1744457449000,COMPLETED,internal,Rent share
TRF-00757,CUST-1010,EXT-5076,13705.70,GBP,1744917901000,COMPLETED,international,Eid gift
TRF-00758,CUST-1055,CUST-1073,30529.93,SAR,1742426256000,FAILED,internal,Loan repayment
TRF-00759,CUST-1133,EXT-5056,26949.31,SAR,1745402963000,COMPLETED,local_bank,Eid gift
TRF-00760,CUST-1005,EXT-5090,35017.00,SAR,1750025614000,FAILED,local_bank,Rent share
TRF-00761,CUST-1111,EXT-5007,13050.50,SAR,1743069655000,COMPLETED,local_bank,Car installment
TRF-00762,CUST-1007,EXT-5028,39807.93,GBP,1747688337000,COMPLETED,international,Dinner split
TRF-00763,CUST-1087,EXT-5062,20947.38,USD,1747890862000,COMPLETED,local_bank,Rent share
TRF-00764,CUST-1168,CUST-1020,25264.11,SAR,1736017991000,FAILED,internal,Dinner split
TRF-00765,CUST-1099,EXT-5085,28153.13,SAR,1747812158000,FAILED,local_bank,Shared groceries
TRF-00766,CUST-1053,CUST-1178,48277.89,SAR,1745924583000,FAILED,internal,Wedding contribution
TRF-00767,CUST-1148,EXT-5042,48820.48,SAR,1751220402000,COMPLETED,local_bank,Birthday gift
TRF-00768,CUST-1195,CUST-1166,20453.95,SAR,1750054728000,PROCESSING,internal,Investment transfer
TRF-00769,CUST-1059,EXT-5044,6794.36,SAR,1747623054000,PROCESSING,local_bank,Parking fee
TRF-00770,CUST-1068,CUST-1144,23586.73,SAR,1747473315000,COMPLETED,internal,Investment transfer
TRF-00771,CUST-1043,CUST-1115,47948.71,SAR,1749846898000,COMPLETED,internal,Birthday gift
TRF-00772,CUST-1015,EXT-5031,21397.35,AED,1738575289000,PROCESSING,international,Loan repayment
TRF-00773,CUST-1078,EXT-5010,38031.95,SAR,1739866103000,COMPLETED,local_bank,Cleaning service
TRF-00774,CUST-1074,EXT-5032,20366.12,SAR,1745065690000,COMPLETED,local_bank,Event tickets
TRF-00775,CUST-1099,CUST-1083,11044.53,SAR,1747759912000,COMPLETED,internal,Rent share
TRF-00776,CUST-1198,CUST-1196,27468.08,SAR,1742013660000,COMPLETED,internal,Birthday gift
TRF-00777,CUST-1022,EXT-5084,37957.01,SAR,1746461523000,COMPLETED,local_bank,Gas split
TRF-00778,CUST-1095,CUST-1182,17520.40,SAR,1741991435000,PROCESSING,internal,Charity donation
TRF-00779,CUST-1013,CUST-1100,7342.58,SAR,1738942263000,PROCESSING,internal,Wedding contribution
TRF-00780,CUST-1056,CUST-1078,10572.13,SAR,1745663482000,COMPLETED,internal,Loan repayment
TRF-00781,CUST-1131,EXT-5077,11639.13,EUR,1744695405000,COMPLETED,international,Event tickets
TRF-00782,CUST-1039,CUST-1057,33984.58,SAR,1737171835000,COMPLETED,internal,Furniture split
TRF-00783,CUST-1191,CUST-1115,41911.54,USD,1750541883000,COMPLETED,internal,Lunch money
TRF-00784,CUST-1072,CUST-1119,21406.10,SAR,1747006810000,COMPLETED,internal,Parking fee
TRF-00785,CUST-1035,CUST-1063,22230.36,AED,1740936381000,FAILED,internal,Salary advance
TRF-00786,CUST-1131,EXT-5071,30276.62,AED,1749330711000,COMPLETED,local_bank,Gym membership
TRF-00787,CUST-1127,EXT-5048,32506.66,GBP,1740468263000,COMPLETED,international,Furniture split
TRF-00788,CUST-1086,CUST-1151,9521.01,SAR,1748260111000,COMPLETED,internal,Coffee money
TRF-00789,CUST-1065,CUST-1193,23815.15,SAR,1743496068000,COMPLETED,internal,Travel booking
TRF-00790,CUST-1122,CUST-1007,7523.38,SAR,1750217539000,COMPLETED,internal,Wedding contribution
TRF-00791,CUST-1120,CUST-1021,22263.16,SAR,1739033166000,COMPLETED,internal,Car installment
TRF-00792,CUST-1020,CUST-1194,10392.78,SAR,1748713954000,COMPLETED,internal,Salary advance
TRF-00793,CUST-1160,EXT-5008,32171.05,SAR,1736462730000,COMPLETED,local_bank,Gas split
TRF-00794,CUST-1072,EXT-5005,19927.42,GBP,1747858597000,COMPLETED,international,Gift money
TRF-00795,CUST-1062,EXT-5038,12215.87,GBP,1749108797000,COMPLETED,international,Cleaning service
TRF-00796,CUST-1169,EXT-5047,47692.02,SAR,1751009620000,COMPLETED,local_bank,Gas split
TRF-00797,CUST-1174,CUST-1106,1604.26,SAR,1747146669000,FAILED,internal,Grocery share
TRF-00798,CUST-1004,CUST-1067,42774.81,SAR,1745255812000,PROCESSING,internal,Car installment
TRF-00799,CUST-1018,CUST-1189,15390.17,SAR,1748319833000,FAILED,internal,Insurance premium
TRF-00800,CUST-1108,CUST-1021,38271.51,SAR,1744102284000,COMPLETED,internal,Investment transfer
TRF-00801,CUST-1189,EXT-5041,4347.31,GBP,1737390359000,FAILED,local_bank,Parking fee
TRF-00802,CUST-1082,EXT-5028,22396.62,SAR,1740324350000,COMPLETED,local_bank,Wedding contribution
TRF-00803,CUST-1020,CUST-1187,22439.38,SAR,1751169485000,COMPLETED,internal,Medical bill
TRF-00804,CUST-1165,EXT-5083,33449.79,AED,1740391162000,PROCESSING,international,Eid gift
TRF-00805,CUST-1188,EXT-5053,32548.42,SAR,1748798136000,COMPLETED,local_bank,Travel booking
TRF-00806,CUST-1038,EXT-5079,35603.62,GBP,1741870845000,COMPLETED,international,Birthday gift
TRF-00807,CUST-1154,EXT-5048,32098.77,SAR,1736819885000,COMPLETED,local_bank,Furniture split
TRF-00808,CUST-1043,EXT-5030,36502.45,USD,1745316742000,PROCESSING,international,Shared groceries
TRF-00809,CUST-1128,EXT-5037,15784.13,USD,1749741058000,COMPLETED,local_bank,Event tickets
TRF-00810,CUST-1062,EXT-5069,45732.14,SAR,1736807905000,COMPLETED,local_bank,Salary advance
TRF-00811,CUST-1091,CUST-1056,26601.39,USD,1741992251000,COMPLETED,internal,Lunch money
TRF-00812,CUST-1125,CUST-1116,10668.57,USD,1745590456000,COMPLETED,internal,Gym membership
TRF-00813,CUST-1117,EXT-5095,13064.90,EUR,1740702684000,COMPLETED,international,Movie tickets
TRF-00814,CUST-1033,CUST-1049,13130.16,SAR,1737412325000,COMPLETED,internal,Internet bill
TRF-00815,CUST-1192,EXT-5022,39156.72,EUR,1743749738000,FAILED,international,School tuition
TRF-00816,CUST-1092,CUST-1138,34101.11,AED,1748341943000,COMPLETED,internal,Wedding contribution
TRF-00817,CUST-1080,EXT-5062,10197.31,SAR,1739097499000,COMPLETED,local_bank,Car installment
TRF-00818,CUST-1130,EXT-5025,25710.70,GBP,1738963945000,COMPLETED,international,Parking fee
TRF-00819,CUST-1108,EXT-5041,17469.60,USD,1746114241000,COMPLETED,international,Grocery share
TRF-00820,CUST-1138,CUST-1164,5955.18,SAR,1744916199000,COMPLETED,internal,Birthday gift
TRF-00821,CUST-1088,EXT-5080,28871.04,SAR,1740775770000,PROCESSING,local_bank,Parking fee
TRF-00822,CUST-1174,CUST-1044,27704.49,EUR,1741975669000,COMPLETED,internal,Insurance premium
TRF-00823,CUST-1133,CUST-1097,37897.34,SAR,1738665632000,COMPLETED,internal,Travel booking
TRF-00824,CUST-1053,CUST-1151,26629.35,SAR,1745277955000,COMPLETED,internal,Travel booking
TRF-00825,CUST-1184,EXT-5006,48026.26,EUR,1736773433000,COMPLETED,international,Gas split
TRF-00826,CUST-1099,CUST-1067,30338.95,SAR,1749376226000,COMPLETED,internal,Lunch money
TRF-00827,CUST-1041,CUST-1177,18505.07,SAR,1743455456000,PROCESSING,internal,Movie tickets
TRF-00828,CUST-1062,EXT-5007,8677.71,USD,1744322841000,COMPLETED,international,Gift money
TRF-00829,CUST-1121,CUST-1076,4366.93,SAR,1747820959000,COMPLETED,internal,Car installment
TRF-00830,CUST-1051,CUST-1022,32059.25,SAR,1741763188000,COMPLETED,internal,Gas split
TRF-00831,CUST-1014,CUST-1083,9498.57,SAR,1749242631000,COMPLETED,internal,Lunch money
TRF-00832,CUST-1003,EXT-5057,33589.21,SAR,1737356904000,COMPLETED,local_bank,Business invoice
TRF-00833,CUST-1190,EXT-5047,15160.93,SAR,1748564606000,COMPLETED,local_bank,Birthday gift
TRF-00834,CUST-1117,EXT-5095,21613.62,USD,1748250175000,COMPLETED,local_bank,Birthday gift
TRF-00835,CUST-1078,CUST-1143,9196.27,SAR,1745594339000,COMPLETED,internal,Gift money
TRF-00836,CUST-1105,EXT-5077,7643.52,SAR,1742678097000,COMPLETED,local_bank,Event tickets
TRF-00837,CUST-1022,EXT-5094,1155.16,USD,1737437993000,FAILED,local_bank,Uber share
TRF-00838,CUST-1098,EXT-5049,4673.24,SAR,1736670132000,PROCESSING,local_bank,Parking fee
TRF-00839,CUST-1180,EXT-5068,33211.05,EUR,1737930506000,PROCESSING,international,Dinner split
TRF-00840,CUST-1104,EXT-5019,25177.86,SAR,1737795420000,COMPLETED,local_bank,Event tickets
TRF-00841,CUST-1022,EXT-5064,31905.45,SAR,1738542902000,FAILED,local_bank,Coffee money
TRF-00842,CUST-1098,EXT-5073,47730.63,SAR,1736193719000,COMPLETED,local_bank,Freelancer payment
TRF-00843,CUST-1162,CUST-1128,46620.61,SAR,1737131117000,PROCESSING,internal,Rent share
TRF-00844,CUST-1003,CUST-1146,33105.82,SAR,1746317984000,FAILED,internal,Internet bill
TRF-00845,CUST-1163,CUST-1127,6642.13,SAR,1746203101000,COMPLETED,internal,Salary advance
TRF-00846,CUST-1181,CUST-1041,2340.86,SAR,1746506621000,FAILED,internal,Eid gift
TRF-00847,CUST-1069,EXT-5044,36753.45,SAR,1739945299000,COMPLETED,local_bank,Travel booking
TRF-00848,CUST-1119,CUST-1038,4427.73,SAR,1741297350000,COMPLETED,internal,Parking fee
TRF-00849,CUST-1184,CUST-1085,25590.87,SAR,1751206204000,FAILED,internal,Rent share
TRF-00850,CUST-1181,CUST-1162,19977.69,AED,1749201464000,COMPLETED,internal,Salary advance
TRF-00851,CUST-1074,EXT-5004,46765.79,SAR,1738734659000,COMPLETED,local_bank,Rent share
TRF-00852,CUST-1108,CUST-1077,13181.87,USD,1749178479000,COMPLETED,internal,Furniture split
TRF-00853,CUST-1156,CUST-1011,1174.46,SAR,1750285458000,COMPLETED,internal,Cleaning service
TRF-00854,CUST-1129,EXT-5075,19613.21,AED,1747218348000,COMPLETED,international,Freelancer payment
TRF-00855,CUST-1010,CUST-1100,42051.47,SAR,1742920345000,COMPLETED,internal,School tuition
TRF-00856,CUST-1132,EXT-5063,46338.04,SAR,1743111309000,PROCESSING,local_bank,Parking fee
TRF-00857,CUST-1098,CUST-1109,45567.02,SAR,1745968978000,FAILED,internal,Movie tickets
TRF-00858,CUST-1061,CUST-1053,47949.49,SAR,1742673305000,FAILED,internal,Gift money
TRF-00859,CUST-1036,EXT-5003,49614.59,USD,1749089908000,PROCESSING,local_bank,Gas split
TRF-00860,CUST-1050,EXT-5049,13979.32,SAR,1749615765000,COMPLETED,local_bank,Gym membership
TRF-00861,CUST-1171,EXT-5058,37685.73,USD,1746003476000,COMPLETED,international,Freelancer payment
TRF-00862,CUST-1131,CUST-1054,37998.80,SAR,1747930802000,COMPLETED,internal,Gas split
TRF-00863,CUST-1134,EXT-5098,12302.14,SAR,1738509166000,PROCESSING,local_bank,Investment transfer
TRF-00864,CUST-1075,CUST-1019,37676.75,SAR,1740038025000,COMPLETED,internal,Coffee money
TRF-00865,CUST-1145,EXT-5007,15388.20,EUR,1737832329000,COMPLETED,international,School tuition
TRF-00866,CUST-1151,CUST-1024,20447.88,EUR,1739290388000,FAILED,internal,Salary advance
TRF-00867,CUST-1145,CUST-1187,32878.82,SAR,1742289992000,COMPLETED,internal,Rent share
TRF-00868,CUST-1143,CUST-1131,20206.57,SAR,1746194582000,COMPLETED,internal,Uber share
TRF-00869,CUST-1198,EXT-5043,33044.87,SAR,1745627708000,COMPLETED,local_bank,Insurance premium
TRF-00870,CUST-1199,EXT-5085,9286.71,SAR,1750541837000,COMPLETED,local_bank,Medical bill
TRF-00871,CUST-1043,EXT-5069,26351.85,USD,1738270493000,COMPLETED,international,Insurance premium
TRF-00872,CUST-1054,CUST-1112,25716.82,USD,1742847846000,COMPLETED,internal,Uber share
TRF-00873,CUST-1077,EXT-5055,31960.54,AED,1744110968000,COMPLETED,international,Business invoice
TRF-00874,CUST-1103,CUST-1083,10948.36,USD,1740192129000,PROCESSING,internal,Gym membership
TRF-00875,CUST-1148,CUST-1148,7336.50,SAR,1739558792000,COMPLETED,internal,Cleaning service
TRF-00876,CUST-1052,CUST-1123,17237.20,SAR,1748887361000,PROCESSING,internal,Birthday gift
TRF-00877,CUST-1154,EXT-5021,35004.01,AED,1743878820000,COMPLETED,local_bank,Travel booking
TRF-00878,CUST-1182,EXT-5036,34294.70,SAR,1747519388000,FAILED,local_bank,Lunch money
TRF-00879,CUST-1135,CUST-1176,46427.95,USD,1742872147000,COMPLETED,internal,Birthday gift
TRF-00880,CUST-1195,CUST-1192,39497.55,SAR,1746060853000,COMPLETED,internal,Wedding contribution
TRF-00881,CUST-1066,CUST-1058,20318.90,SAR,1748884656000,COMPLETED,internal,Car installment
TRF-00882,CUST-1197,CUST-1200,15540.92,SAR,1737554609000,FAILED,internal,Loan repayment
TRF-00883,CUST-1113,EXT-5077,46768.91,SAR,1735815548000,COMPLETED,local_bank,Investment transfer
TRF-00884,CUST-1053,CUST-1189,9192.44,SAR,1749688953000,COMPLETED,internal,Loan repayment
TRF-00885,CUST-1050,CUST-1022,16370.78,SAR,1743658288000,FAILED,internal,Cleaning service
TRF-00886,CUST-1040,CUST-1072,26221.03,SAR,1748418151000,COMPLETED,internal,Coffee money
TRF-00887,CUST-1191,CUST-1079,30014.12,SAR,1743728708000,COMPLETED,internal,Wedding contribution
TRF-00888,CUST-1142,CUST-1146,38316.95,SAR,1742995486000,FAILED,internal,Furniture split
TRF-00889,CUST-1013,CUST-1163,48541.71,USD,1740289327000,COMPLETED,internal,Coffee money
TRF-00890,CUST-1053,CUST-1077,3608.75,SAR,1750012116000,COMPLETED,internal,Gas split
TRF-00891,CUST-1057,EXT-5096,39730.08,SAR,1744523717000,COMPLETED,local_bank,Loan repayment
TRF-00892,CUST-1192,EXT-5014,16321.54,AED,1740255292000,COMPLETED,local_bank,Parking fee
TRF-00893,CUST-1005,CUST-1063,44625.89,SAR,1736368636000,FAILED,internal,Parking fee
TRF-00894,CUST-1112,EXT-5035,41236.52,AED,1742441950000,FAILED,local_bank,Furniture split
TRF-00895,CUST-1036,EXT-5018,16644.57,SAR,1739142032000,COMPLETED,local_bank,Internet bill
TRF-00896,CUST-1179,CUST-1160,5363.21,SAR,1747269741000,COMPLETED,internal,Furniture split
TRF-00897,CUST-1136,CUST-1105,31330.60,SAR,1747134289000,COMPLETED,internal,Coffee money
TRF-00898,CUST-1129,CUST-1189,49055.95,SAR,1750434007000,COMPLETED,internal,Birthday gift
TRF-00899,CUST-1185,EXT-5085,12302.55,SAR,1736011404000,FAILED,local_bank,Charity donation
TRF-00900,CUST-1117,CUST-1082,4476.15,SAR,1738345193000,COMPLETED,internal,Shared groceries
TRF-00901,CUST-1107,CUST-1056,18545.32,AED,1743696750000,FAILED,internal,Medical bill
TRF-00902,CUST-1069,CUST-1192,22296.09,SAR,1745904686000,PROCESSING,internal,Movie tickets
TRF-00903,CUST-1006,EXT-5044,39066.02,SAR,1745120868000,FAILED,local_bank,Investment transfer
TRF-00904,CUST-1026,EXT-5065,24168.89,SAR,1741895427000,COMPLETED,local_bank,Gift money
TRF-00905,CUST-1147,EXT-5089,39675.34,USD,1745812495000,PROCESSING,international,Shared groceries
TRF-00906,CUST-1087,CUST-1173,45883.47,SAR,1746079206000,COMPLETED,internal,Shared groceries
TRF-00907,CUST-1134,EXT-5087,33151.55,GBP,1743666152000,COMPLETED,international,Eid gift
TRF-00908,CUST-1114,EXT-5045,15968.77,SAR,1750742902000,COMPLETED,local_bank,Charity donation
TRF-00909,CUST-1005,CUST-1084,30641.73,SAR,1746561209000,PROCESSING,internal,Freelancer payment
TRF-00910,CUST-1164,CUST-1057,21601.15,GBP,1743580284000,FAILED,internal,Charity donation
TRF-00911,CUST-1027,CUST-1106,8744.32,USD,1738045706000,PROCESSING,internal,Rent share
TRF-00912,CUST-1150,CUST-1197,44880.76,SAR,1743850838000,COMPLETED,internal,Furniture split
TRF-00913,CUST-1062,CUST-1029,18003.50,SAR,1743463888000,COMPLETED,internal,Dinner split
TRF-00914,CUST-1014,EXT-5007,47487.83,SAR,1746474082000,COMPLETED,local_bank,Eid gift
TRF-00915,CUST-1117,CUST-1197,48047.45,SAR,1739715507000,FAILED,internal,Car installment
TRF-00916,CUST-1169,CUST-1178,6683.26,SAR,1741594650000,COMPLETED,internal,Eid gift
TRF-00917,CUST-1129,CUST-1103,11170.31,SAR,1740218346000,FAILED,internal,Uber share
TRF-00918,CUST-1163,EXT-5040,26703.02,SAR,1750367860000,FAILED,local_bank,Insurance premium
TRF-00919,CUST-1120,CUST-1159,7590.92,SAR,1750119007000,COMPLETED,internal,Travel booking
TRF-00920,CUST-1094,CUST-1090,41701.15,SAR,1746989178000,PROCESSING,internal,Investment transfer
TRF-00921,CUST-1089,EXT-5096,41644.89,SAR,1741757855000,COMPLETED,local_bank,Dinner split
TRF-00922,CUST-1168,EXT-5052,39372.87,SAR,1750945203000,COMPLETED,local_bank,Grocery share
TRF-00923,CUST-1068,EXT-5082,9678.90,SAR,1738495004000,COMPLETED,local_bank,Freelancer payment
TRF-00924,CUST-1190,EXT-5084,22207.54,GBP,1740725346000,COMPLETED,international,Eid gift
TRF-00925,CUST-1027,CUST-1103,49854.59,USD,1743141354000,FAILED,internal,Furniture split
TRF-00926,CUST-1025,CUST-1187,33475.35,EUR,1743888803000,PROCESSING,internal,Coffee money
TRF-00927,CUST-1178,CUST-1075,17471.48,SAR,1741040065000,COMPLETED,internal,Birthday gift
TRF-00928,CUST-1011,EXT-5092,46942.12,SAR,1741938008000,PROCESSING,local_bank,Grocery share
TRF-00929,CUST-1104,CUST-1032,9556.27,SAR,1749514057000,COMPLETED,internal,Dinner split
TRF-00930,CUST-1005,CUST-1118,33893.45,SAR,1746735882000,COMPLETED,internal,Grocery share
TRF-00931,CUST-1027,EXT-5096,19167.05,SAR,1745292030000,FAILED,local_bank,Gym membership
TRF-00932,CUST-1148,CUST-1126,35039.45,SAR,1738670388000,COMPLETED,internal,Birthday gift
TRF-00933,CUST-1081,EXT-5013,5501.00,EUR,1749069141000,COMPLETED,international,Investment transfer
TRF-00934,CUST-1200,CUST-1171,39575.14,SAR,1745503399000,COMPLETED,internal,Eid gift
TRF-00935,CUST-1103,EXT-5032,39531.43,EUR,1743849666000,COMPLETED,international,Insurance premium
TRF-00936,CUST-1173,CUST-1181,20381.89,SAR,1743887293000,COMPLETED,internal,Eid gift
TRF-00937,CUST-1033,CUST-1137,13511.83,SAR,1737114750000,COMPLETED,internal,School tuition
TRF-00938,CUST-1089,CUST-1193,374.99,SAR,1740247563000,COMPLETED,internal,Salary advance
TRF-00939,CUST-1155,EXT-5040,31766.29,SAR,1745988172000,COMPLETED,local_bank,Wedding contribution
TRF-00940,CUST-1104,EXT-5029,22087.06,AED,1749439198000,COMPLETED,international,Furniture split
TRF-00941,CUST-1069,EXT-5003,38384.52,SAR,1750632408000,FAILED,local_bank,Rent share
TRF-00942,CUST-1171,CUST-1117,11424.08,SAR,1741792750000,PROCESSING,internal,Cleaning service
TRF-00943,CUST-1112,CUST-1144,19497.70,USD,1736105016000,COMPLETED,internal,Shared groceries
TRF-00944,CUST-1088,CUST-1172,44847.37,SAR,1743582380000,COMPLETED,internal,Gym membership
TRF-00945,CUST-1182,EXT-5009,21463.92,AED,1745468113000,COMPLETED,international,Car installment
TRF-00946,CUST-1033,EXT-5017,3787.19,EUR,1746191789000,FAILED,international,Shared groceries
TRF-00947,CUST-1083,CUST-1097,5419.19,SAR,1743890348000,FAILED,internal,Travel booking
TRF-00948,CUST-1146,CUST-1086,43258.69,USD,1742297898000,PROCESSING,internal,Grocery share
TRF-00949,CUST-1082,EXT-5034,13649.69,SAR,1751025146000,COMPLETED,local_bank,Furniture split
TRF-00950,CUST-1055,CUST-1096,15858.11,SAR,1740487565000,COMPLETED,internal,Dinner split
TRF-00951,CUST-1134,CUST-1198,33289.98,SAR,1748505222000,FAILED,internal,Birthday gift
TRF-00952,CUST-1022,CUST-1098,9387.14,AED,1735989260000,FAILED,internal,Birthday gift
TRF-00953,CUST-1037,CUST-1053,32406.92,SAR,1744739999000,COMPLETED,internal,Furniture split
TRF-00954,CUST-1152,CUST-1114,36116.63,USD,1744288961000,COMPLETED,internal,Grocery share
TRF-00955,CUST-1026,EXT-5100,43099.15,USD,1737029127000,COMPLETED,local_bank,Loan repayment
TRF-00956,CUST-1172,CUST-1043,3734.30,SAR,1746783234000,COMPLETED,internal,School tuition
TRF-00957,CUST-1051,CUST-1083,2992.65,SAR,1737317271000,COMPLETED,internal,Shared groceries
TRF-00958,CUST-1114,CUST-1139,19464.48,SAR,1738963940000,COMPLETED,internal,Medical bill
TRF-00959,CUST-1124,EXT-5051,45397.80,AED,1736457673000,PROCESSING,international,Investment transfer
TRF-00960,CUST-1003,EXT-5085,21780.17,SAR,1744800197000,COMPLETED,local_bank,Grocery share
TRF-00961,CUST-1120,CUST-1037,18665.10,SAR,1743788863000,COMPLETED,internal,Cleaning service
TRF-00962,CUST-1124,EXT-5009,47923.47,EUR,1744054023000,COMPLETED,international,Salary advance
TRF-00963,CUST-1073,EXT-5068,19743.65,USD,1736509948000,FAILED,local_bank,Lunch money
TRF-00964,CUST-1027,EXT-5050,11126.29,USD,1739477208000,FAILED,local_bank,Shared groceries
TRF-00965,CUST-1100,CUST-1168,20036.28,SAR,1745992732000,COMPLETED,internal,Eid gift
TRF-00966,CUST-1077,CUST-1151,20069.89,SAR,1741099784000,PROCESSING,internal,Parking fee
TRF-00967,CUST-1176,EXT-5030,19351.31,USD,1750974969000,COMPLETED,international,Coffee money
TRF-00968,CUST-1146,CUST-1145,37536.93,SAR,1746503005000,COMPLETED,internal,School tuition
TRF-00969,CUST-1077,CUST-1087,49902.47,USD,1747509548000,COMPLETED,internal,Eid gift
TRF-00970,CUST-1175,CUST-1032,36872.27,SAR,1741953114000,COMPLETED,internal,Investment transfer
TRF-00971,CUST-1026,CUST-1102,7118.65,GBP,1742246650000,COMPLETED,internal,Rent share
TRF-00972,CUST-1119,CUST-1045,16612.37,SAR,1739819709000,COMPLETED,internal,Business invoice
TRF-00973,CUST-1064,EXT-5051,39050.13,SAR,1741402224000,COMPLETED,local_bank,Loan repayment
TRF-00974,CUST-1001,CUST-1045,28573.62,SAR,1748374643000,COMPLETED,internal,Travel booking
TRF-00975,CUST-1182,EXT-5059,13824.46,SAR,1735857965000,COMPLETED,local_bank,Gas split
TRF-00976,CUST-1155,CUST-1051,18409.18,SAR,1739554420000,PROCESSING,internal,Medical bill
TRF-00977,CUST-1077,CUST-1175,31942.53,USD,1735753899000,COMPLETED,internal,Insurance premium
TRF-00978,CUST-1115,CUST-1084,24006.10,USD,1741354305000,COMPLETED,internal,Loan repayment
TRF-00979,CUST-1147,CUST-1198,17264.61,SAR,1736118579000,COMPLETED,internal,Uber share
TRF-00980,CUST-1021,CUST-1013,38260.21,AED,1738208072000,COMPLETED,internal,School tuition
TRF-00981,CUST-1049,CUST-1147,25666.23,SAR,1746328741000,COMPLETED,internal,Furniture split
TRF-00982,CUST-1124,EXT-5075,11035.15,SAR,1749235228000,PROCESSING,local_bank,Gas split
TRF-00983,CUST-1155,EXT-5013,24652.28,SAR,1750057214000,COMPLETED,local_bank,Furniture split
TRF-00984,CUST-1007,CUST-1009,25020.85,SAR,1750905040000,COMPLETED,internal,Parking fee
TRF-00985,CUST-1147,CUST-1019,45504.71,SAR,1747400152000,COMPLETED,internal,Rent share
TRF-00986,CUST-1085,CUST-1101,40459.48,SAR,1748442338000,FAILED,internal,Cleaning service
TRF-00987,CUST-1143,EXT-5042,22416.42,SAR,1745054414000,COMPLETED,local_bank,Dinner split
TRF-00988,CUST-1194,EXT-5059,20191.55,SAR,1743480252000,FAILED,local_bank,Wedding contribution
TRF-00989,CUST-1016,CUST-1100,15515.10,SAR,1746685577000,PROCESSING,internal,Internet bill
TRF-00990,CUST-1151,EXT-5059,42139.50,EUR,1746400326000,PROCESSING,international,Charity donation
TRF-00991,CUST-1195,CUST-1012,8860.58,SAR,1745415603000,COMPLETED,internal,Uber share
TRF-00992,CUST-1185,EXT-5058,44807.89,AED,1740112041000,COMPLETED,international,Dinner split
TRF-00993,CUST-1200,CUST-1078,44846.28,SAR,1750086825000,COMPLETED,internal,Investment transfer
TRF-00994,CUST-1078,EXT-5057,42186.43,EUR,1744765606000,COMPLETED,international,Insurance premium
TRF-00995,CUST-1100,CUST-1088,8118.27,USD,1736545828000,COMPLETED,internal,Business invoice
TRF-00996,CUST-1200,EXT-5047,35908.77,USD,1740697041000,COMPLETED,local_bank,Wedding contribution
TRF-00997,CUST-1031,CUST-1028,47668.62,SAR,1745348263000,COMPLETED,internal,Loan repayment
TRF-00998,CUST-1079,EXT-5047,37161.55,SAR,1742700772000,COMPLETED,local_bank,Eid gift
TRF-00999,CUST-1039,EXT-5073,7593.52,SAR,1742181912000,FAILED,local_bank,Investment transfer
TRF-01000,CUST-1054,CUST-1130,47164.23,SAR,1747092344000,COMPLETED,internal,Grocery share
TRF-01001,CUST-1053,EXT-5002,12898.48,SAR,1747175909000,COMPLETED,local_bank,Medical bill
TRF-01002,CUST-1090,EXT-5054,18954.02,AED,1745579584000,PROCESSING,international,Business invoice
TRF-01003,CUST-1047,EXT-5092,3393.29,USD,1744396535000,COMPLETED,local_bank,Internet bill
TRF-01004,CUST-1105,EXT-5061,38378.81,SAR,1743112346000,COMPLETED,local_bank,Parking fee
TRF-01005,CUST-1117,EXT-5077,2053.60,SAR,1746655368000,COMPLETED,local_bank,Investment transfer
TRF-01006,CUST-1145,EXT-5019,24855.15,SAR,1745564935000,COMPLETED,local_bank,Parking fee
